,0
1319,0.67
206,0.61
2220,0.24
2468,0.43499999999999994
2469,0.61
247,0.5725
2470,0.405
2471,0.625
2472,0.5125
2476,0.33
425,0.6925
520,0.34500000000000003
606,0.61
674,0.21000000000000002
725,0.5275
755,0.5050000000000001
759,0.43499999999999994
803,0.28500000000000003
804,0.255
805,0.34500000000000003
808,0.625
916,0.405
962,0.46499999999999997
984,0.21000000000000002
