,SS-15-5737 (14-5753),SB-17-1212,SB-17-4207,SB-18-831,SB-18-702,SB-18-1188,S17-64584-1B,SB-19-2801,SS-18-7192 (S8-1249)
PPWD1,0.2347002309560776,0.2102172207832336,0.2034014102816582,0.3532170897722244,0.2113193583488464,0.2628064036369324,0.2781956994533539,0.1978162447363138,0.160084850937128
TBC1D24,0.717563943862915,0.4333535802364349,0.5881218314170837,0.9303316640853884,0.6039002597332002,0.5336222863197327,0.7001574075222015,0.7355056655406951,0.6041081202030181
PSMA2,0.423397581577301,0.2649285572767257,0.1830614914000034,-0.0068296062108129,0.2487175875902176,0.3388433188199997,0.3680242753028869,0.1641366101801395,0.130182523317635
ZBTB43,0.462900891304016,0.2801246410608292,0.3875299525260925,0.6669398558139801,0.3767431807518005,0.4197271907329559,0.5736605036258697,0.5307727468013763,0.507527197599411
MTX1,0.4142025876045226,0.3101995420455932,0.3599334448575974,0.3215983670949936,0.3753139752149582,0.2896701729297638,0.4035314643383026,0.2383910498023033,0.3300622683763504
FAM117A,0.3417213720083237,0.3255940175056457,0.3393356257677078,0.3020162025094032,0.3557483005523682,0.3102506160736084,0.2480546858906746,0.3313036596775055,0.2847415840625763
SASH3,-0.3178965798020363,-0.0185356353363022,0.0336950995028018,-0.3619472347199917,-0.0176409418601542,0.0114778802730143,-0.2834679985046387,-0.3713762390613556,-0.2751021225750446
SLC35B4,0.2658622205257416,0.3654768788814544,0.305587795972824,0.2326658128312556,0.3344370967149734,0.2892005884647369,0.2947079569101333,0.30494409263134,0.2532814872264862
DCTN6,0.0974168837442994,0.2806659984588623,0.2230298364162445,0.094565756842494,0.1563782033603638,0.1181542807817459,0.0647211901471018,0.0441672994382679,0.1749597387760877
MRI1,0.152838634988293,0.3452324092388153,0.3045837539434433,0.0736008897237479,0.3745310640335083,0.1581547544151544,0.2797365422546863,0.1521392676234245,0.2292196149565279
WDR60,0.3566242468357086,0.257912585735321,0.3587824034690857,0.518346825838089,0.3493626689910888,0.3205336087942123,0.373834558725357,0.370859317779541,0.3610106444358826
SIX1,0.7366483998298646,0.5262497282028198,0.5822137248516083,0.8087503504753112,0.3434240970015526,0.4759239739179611,0.5413800954818726,0.8051562213897704,0.7117883348464966
YARS2,0.255653283894062,0.4141801333427429,0.2606787065975368,0.1916310427337885,0.4016631090641022,0.2838977067172527,0.3283335915207862,0.1273744547739625,0.2074657332897186
ATG4D,0.3169376754760742,0.4500132322311401,0.4005586111545562,0.237139522396028,0.4095864713191986,0.3733595860004425,0.5686838793754578,0.3700169438123702,0.4282968294620513
C9orf89,0.4097776639461517,0.3053531444072723,0.3830246043205261,0.3256265306472778,0.5096012461185455,0.4950321781635285,0.4525767934322357,0.4231246829032898,0.2714100122451782
HAUS6,0.2776411455869674,0.4058226656913757,0.2847515451908111,0.2930619227141142,0.3900994247198105,0.103134223408997,0.4062800443172454,0.1202196353022009,0.2279265482723713
TOMM5,0.1822897083312273,0.422498800754547,0.2760518354177475,0.0258400713652372,0.3846013331413269,0.1520537727698684,0.3224424248933791,0.0687706932146102,0.1366551561653614
PSMD5-AS1,0.3695818248391151,0.1716840279102325,0.3145927917957306,0.4486864596605301,0.2035771451890468,0.251110787987709,0.2451473267376422,0.3352962496876716,0.3253143319487571
RNF166,0.1972853533178567,0.2187754705548286,0.2955347689986229,-0.0251216837123502,0.2221129882335663,0.2484861783450469,0.1820612405450083,0.1803464333340526,0.2325875334441662
CRAMP1L,0.4852110993862152,0.3255597048997879,0.4291315698623658,0.8292920660972595,0.4234918165206909,0.4179723906517029,0.6353311085700988,0.6754193615913391,0.516355265378952
CHTF18,0.585521525144577,0.4643251824378967,0.4651037430763245,0.4630474334955215,0.6390848565101623,0.3900496280193329,0.7984144663810729,0.5478228962421416,0.6125729501247406
AQP4,0.0174228646606206,0.259336129464209,0.324383233487606,0.8704669009149075,0.0723940443433821,0.5059182572364807,-0.3631229899823666,0.2986704647541046,0.1477585655450821
SGCE,0.5334281039237976,0.4043104845285415,0.5106441885232925,0.4499302008748054,0.4208497840166091,0.4571783649921417,0.5876890182495117,0.5061941123008727,0.4181856656074524
ARID4A,0.4035399764776229,0.2481574124097823,0.2918920195102691,0.5084986984729767,0.2555767431855201,0.1954876594245433,0.3387738180160523,0.2984710457921028,0.3577656310796738
GPALPP1,0.2787286263704299,0.2717609870433807,0.2443245369195938,0.2164336907118559,0.2852020213007927,0.2270115274190902,0.2094638669490814,0.1687906178832054,0.0922155922371894
ANKMY2,0.6579376077651977,0.3515566599369049,0.3929853188991546,0.6004282772541046,0.399415807723999,0.4525038290023803,0.5238866186141967,0.5076317834854126,0.5217965233325959
GRPEL2,0.1601618498563766,0.4198790311813354,0.3362594044208526,0.2306553450250067,0.372994983792305,0.2828668540716171,0.2494752699136734,0.2047738152742386,0.1823749661445617
ZNF267,0.3032562839984893,0.2357785230875015,0.2401839080452919,0.2407581051811576,0.2567221832275391,0.2798585486412048,0.3619729602336884,0.1557124970853328,0.2260639733076095
CWC27,0.2499966132640838,0.2669348639249801,0.2000009825825691,0.4039653611183166,0.1432398900575935,0.1954943215847015,0.2206918227672576,0.2212869226932525,0.1979575459659099
STARD4,0.0436467908322811,0.3573283725976944,0.229252925813198,0.1571777715161442,0.1970097981020808,0.1099151237122714,0.1211933559179306,0.0686713779345154,0.0157619034638628
TLE4,0.0249631250463426,0.2934703710675239,0.1835118569433689,0.3518797817826271,0.156354050040245,0.2380742366611957,0.2414887218177318,0.2599004700779915,0.2769144228100776
C12orf4,0.2112853869795799,0.3435479128360749,0.3008609390258789,0.3016346842050552,0.374837007522583,0.2482219094038009,0.2708275538682937,0.2153033277392387,0.1084265084937214
EXOSC8,0.2590767309069633,0.3304839235544204,0.1662513799592852,0.0028871381841599,0.2268524461984634,0.2186331105232239,0.2298850095272064,0.1446079080179333,0.0254609164828434
FBXL17,0.1884513548016548,0.1651456248760223,0.2175686910748481,0.5027831575274468,0.1879814755916595,0.2936325633525848,0.182917104922235,0.1989304907619953,0.123720409348607
PAQR3,0.3865629518032074,0.4441545987129212,0.4123684704303741,0.4292986643314361,0.4899889039993287,0.3269523972272873,0.4534300053119658,0.315066394507885,0.375811602473259
CPEB2,0.2632984209060668,0.1589610451459884,0.1506757662631571,0.5181041675806044,0.2467408445477485,0.1445864075422287,0.2011427983641624,0.10392008963041,0.1955832980852574
COL8A2,0.3800162249803542,0.2453695578873157,0.4829256412386894,0.191667262930423,0.3766915079951286,0.6792796576023102,0.4130021962523461,0.8242653143405914,0.4271643710136413
ZNF268,0.3892074584960937,0.2797438019514083,0.3546478205919265,0.675050746202469,0.2798470115661621,0.3186957496404647,0.3531557828187942,0.448266521692276,0.4212199169397354
SLC35E3,0.3663165056705474,0.3659588754177093,0.2251241928339004,0.0934218825027346,0.2904407727718353,0.1890037097036838,0.3265188002586364,0.1943020921945572,0.342133532166481
ACD,0.4398726129531859,0.3085751515626907,0.3626288491487502,0.1553968209028244,0.3620077115297317,0.4034991109371185,0.4829113137722015,0.4611999762058258,0.4183155453205109
CDK14,-0.0050128391012549,0.1726359857246279,0.2789296215772628,0.1106584385037422,0.1299344651587307,0.2298939419537782,-0.0501558795012533,0.277799796462059,0.0551332358643412
COX18,0.3110243344306946,0.2468636685609818,0.2557549822330475,0.2791813102550805,0.2913436192274093,0.3266977542638778,0.1627917666733264,0.0945672899484634,0.0741995721496641
SHANK2,0.5905657374858856,-0.0179903219267725,0.2530994154512882,0.703436484336853,0.1546549162268638,0.393245815038681,0.1381107780709862,0.542710217833519,0.1873444147780537
DNAJC9,0.070613013729453,0.3353328108787536,0.1616542243212461,0.016912987306714,0.2359913724660873,0.1436174009740352,0.2256629037857055,-0.0175822276249527,0.0465348586533218
PLCB1,0.0475613816175609,0.2319427904486656,-0.0009815535764209,-0.2127667647600174,0.1193961779400706,-0.1488426022604107,0.0736020419839769,-0.1184917377308011,-0.0293448323849588
MARVELD3,0.3266192794591188,0.3705360585451126,0.2533851081132888,0.1253252673521638,0.3893032151460647,0.4184967267513275,0.2024744455516338,0.2233812314271926,0.3645714470744133
TFEB,0.3391999992728233,0.1385873814299702,0.2535090886428952,0.3261031877063214,0.2607650455832481,0.4097826170921325,0.1927267793100327,0.4210386964678764,0.271964805983007
IKZF5,0.1726367202401161,0.2320509380102157,0.1910318312048912,0.1988710229843855,0.1445271879434585,0.1421113710105419,0.0633836474479176,0.046276887319982,0.0670800120814237
ARV1,0.3848569291830063,0.333181813955307,0.3829470491409302,0.4579922318458557,0.2867886614799499,0.3583815556764603,0.328762668967247,0.3080100780725479,0.3148710489273071
SRP19,0.2135658437013626,0.2602002209424972,0.2124620079994201,0.2476394990086555,0.2095132654905319,0.2591161632537842,0.1818676632642746,0.1711480073630809,0.1751650912873447
WDR7,0.0008602413907647,0.3098233354091644,0.2275213646888732,0.4818649965524673,0.0517825944907963,0.0759826035052537,0.0407793427770957,0.0347240914357826,0.2619222182035446
CAPN5,0.3521235708333552,0.1877290608175099,0.1293088841810822,0.6114782440662385,0.0119933135434985,0.3570061683654785,-0.1478422964923083,0.3485239228606224,0.2093633991479873
DDX59,0.2296815845370293,0.2839024013280869,0.2484675407409668,0.0831889727711677,0.2393189153075218,0.1471492436528206,0.2294971296191215,0.0526118436828255,0.1892814195156097
CRYL1,0.2717626496963203,0.2421258622407913,0.3088229715824127,0.1825307451188564,0.3654177856445312,0.3624549448490143,0.1056777994334697,0.1870986276865005,0.060677345469594
DHX58,0.4054565846920013,0.1969957157969474,0.4044526326656341,0.2776391661167144,0.5021194338798523,0.5978992462158204,0.5001577615737915,0.5101708793640137,0.4107257622480392
MTO1,0.2974083763360977,0.3664331805706024,0.3650261306762695,0.3925950801372528,0.419103010892868,0.250863988995552,0.366743677854538,0.32792966902256,0.4110637831687927
ATP9B,0.1363463094830513,0.2230370765924453,0.1739836829900741,0.3240735501050949,0.1410766564949881,0.1876292011514306,0.0538854334130883,0.0143531470187008,0.1871064678486436
HPGD,0.3817025627195834,0.0795309487730264,0.3162614351511001,0.9237492501735688,0.0494331030920147,0.5743896263837814,-0.1537031340226531,0.3311537229828537,0.4484352013468742
EFNA5,0.2383676750957966,0.0551104524359106,0.2428079397603869,0.787161580324173,0.2036101900599896,0.2721500025689601,0.0321686993539333,0.1831396045256406,0.0949982762290164
LARGE,0.1929690468311309,0.3525041404366493,0.1588701955974102,0.133504657682497,0.0609857844607904,0.0933503104373812,0.0385349138639867,0.2099577827943722,0.2639899834990501
GLB1L2,0.7629173469543458,0.1513748135790228,0.4015386039018631,0.9379570281505584,0.2942065927386283,0.4974266993999482,0.2351933401823043,0.5950685024261475,0.5931635576486588
NFKBIL1,0.4181343805789947,0.3242027378082275,0.372936350107193,0.3324293348193168,0.4078346943855285,0.310540707707405,0.3180130863189697,0.299573940038681,0.3556411331892014
HAPLN3,-0.2691175016760826,0.0505399719253182,-0.0364302750863134,-0.5451771622896194,0.0493528634309768,0.1295750721637159,-0.0782297585532069,-0.1292364209005609,-0.280317957997322
ADAM28,-0.469945062994957,-0.0341449727769941,-0.0841064817551523,-0.2784136242093518,-0.2536030484735966,0.2364388268999755,-0.5308162701129914,-0.1873123260401189,-0.1596427915245294
TRIM32,0.1427785402256995,0.2639729756116867,0.2674251186847686,0.2356755333393812,0.2707230496406555,0.1796175137907266,0.1545416332781314,0.1122924158722162,0.11273581109941
RSPH3,0.3173564231395722,0.2442023003101349,0.336479766368866,0.6324428701400757,0.3810833287239075,0.4165277445316315,0.3776265668869019,0.4618769359588623,0.4535330712795257
ZFP62,0.2254538218677043,0.295558774471283,0.2915796554088593,0.5572528374195099,0.2311896622180938,0.2736629629135131,0.258332599401474,0.3405695807933807,0.3480186027288437
SLC6A9,0.376025276184082,0.4934706640243529,0.4621071135997772,0.4304433526098727,0.5787331712245942,0.5250010538101196,0.4572187399864196,0.5361229443550111,0.4165642178058624
APOBEC3G,-0.204283795133233,-0.0773966592550277,-0.1411735825240612,-0.4666639947891235,-0.1491123347729444,-0.0887176274135708,-0.19731958524324,-0.405423201918602,-0.2903795284032821
WDHD1,0.2805906262993812,0.4152429592609405,0.216735925078392,0.3333185192197561,0.3350756967067719,0.1273399620689451,0.5122826337814331,0.1652760245278478,0.3857281136512756
MICA,0.3802141904830932,0.3271522712707519,0.4097849982976913,0.276557597965002,0.5700848531723022,0.4097400575876236,0.3618783539533615,0.442039880156517,0.3583988791704177
RWDD2B,0.464417415857315,0.2350259369611739,0.1988441053032875,0.2530329827964306,0.2447799211740494,0.3497864955663681,0.2646884208917617,0.2465988430380821,0.1679730583541095
HINT2,0.4193868803977966,0.3965732586383819,0.4272772896289825,0.2123672810196876,0.3769455039501189,0.3839306306838989,0.4190999543666839,0.2935160544514656,0.4337816023826599
EPB41L3,-0.2942698857374489,0.2824029931426048,0.2734502327442169,0.5005719279497862,0.1313729671388864,0.0854456300288439,0.101055559515953,-0.0111634803563356,0.1646227142959833
PTK6,0.5311414861679078,-0.0368403513310477,0.0768172767292708,0.5876634901762008,0.2770856571942567,0.3391088413726538,0.3118355706334114,0.2493932317197322,0.2564379108697176
NSMCE2,0.2990280544757843,0.4084430122375488,0.3014359486103058,0.0174521579965949,0.4547404038906097,0.2545499262213707,0.3162791973352432,0.1219414980337023,0.1318739868700504
METTL14,0.3447680759429932,0.2165001761913299,0.2906471651792526,0.4674374270439148,0.2448109996318817,0.3433614432811737,0.277075098156929,0.3304783535003662,0.3101479172706604
ATAD2B,0.2416601145267486,0.3352879273891448,0.2889392775297165,0.3576209151744842,0.2520199060440063,0.2364736801385879,0.3488443404436111,0.3251657998561859,0.3886048793792724
MAP2,0.2499554104357957,0.5778875422477722,0.5544233465194702,0.4925731182098388,0.7317133390903473,0.5459379577636718,0.357406065762043,0.5242921853065491,0.4419104859232902
MSRB2,0.4242481768131256,0.2895407247543334,0.3401485353708267,0.2874160795286298,0.2416650319099426,0.4560811698436737,0.3347311931848525,0.408716150522232,0.3332466542720794
MSANTD4,0.2837348175048828,0.3915495920181274,0.4696522128582,0.5656947958469389,0.3740496903657913,0.2605856531858444,0.2932558524608611,0.3240721732378006,0.3330137956142425
ZNF189,0.1289120532572269,0.3272673583030701,0.3516196238994598,0.4265397477149964,0.2679752773046494,0.3317390048503875,0.1123626723326742,0.2571365052461624,0.3301504147052765
SLC37A2,0.0174782003834843,0.1923063483834267,0.2832989352941513,0.471037477850914,0.4227797451615333,0.3582284134626389,0.4401247024536133,0.4324738073349,0.2447124592028558
EDNRA,0.2766102965176106,0.0633126594731584,0.2356981009244919,0.3317698680981993,0.1959598468244075,0.3734592889994382,0.2862050101906061,0.3454059862345456,0.1583933354914188
TTC39A,0.6303388583660126,0.4039973258972168,0.4470880436897277,0.5905408614873886,0.3605720743536949,0.5091625130176544,0.1586432098783552,0.4271675103902817,0.3740869718790054
PGP,0.4520103049278258,0.3650136709213257,0.3735006010532379,0.3763482958078384,0.4925863683223724,0.3929297196865081,0.4930076551437378,0.3695153594017029,0.3354771602153778
GTDC1,0.2549225118756294,0.3204429405927658,0.3721095848083496,0.3800963366031646,0.3113112798333168,0.3296316146850586,0.3199979788064956,0.3764072030782699,0.3668774205446243
IL18,0.1779443093790905,-0.0724119054898619,0.0300072233751416,-0.0218828871473669,0.2337127263844013,0.3132330127060413,0.0734596722200513,-0.0025239237397909,-0.2221605307608842
DOCK4,0.1456345606222748,0.218431519716978,0.3111280471086502,0.3320564928650856,0.1919081144034862,0.2120666833221912,0.1378031704947352,0.1570673086866736,0.1209319946309551
SMAGP,0.4661427211761474,0.3828623104095459,0.3092390048503876,0.4320359373092651,0.4013570654392242,0.3658236485719681,0.481255863904953,0.3817993408441543,0.3955495607852936
WWC2,0.3063488614745438,0.1434689002856612,0.3107317453622818,0.534574772119522,0.2754121053032577,0.3923313558101654,0.2405232306011021,0.2940938571095466,0.1844262526929379
FANCF,0.2613168931007385,0.3659766483306884,0.3708098030090331,0.3459215515851974,0.4115902614593506,0.4481932866573334,0.2611599199473858,0.4100913083553313,0.3572432488203049
SLC36A1,0.0148522776330355,0.2056088492274284,0.1888276907801628,0.315412396043539,0.2695608443021774,0.294206753373146,0.3149988692998886,0.2034516195952892,0.1900420876219868
EXOC6,0.0985690799821168,0.2067806047201156,0.1422864715754986,-0.0911302041821181,0.1181131304427981,0.0865707995556294,-0.0414512316510081,-0.1524839316308498,-0.0335819438099861
CLIC2,-0.245561629422009,-0.0114777147956192,0.05953047264833,-0.0152486944198608,-0.0907039203494787,0.1170796213671565,-0.2344128298538271,-0.2583553007245064,-0.1622751786187291
SMIM22,0.552492451518774,-0.2410993750765919,-0.02458256714046,0.3521186475455761,-0.1961385126784443,0.2195630608126521,-0.4050515799969435,0.0364822953939438,-0.218095889724791
AURKB,0.1175914701260626,0.4416797423362731,0.0287987339170649,-0.3250180466473102,0.2235640664026141,-0.0623317200131714,0.3730828410387039,-0.0671528055565431,0.0268152721971273
SMOC2,-0.0714265882596373,0.3055199372768402,0.3184424218535423,-0.0921472454117611,0.0933452192973345,0.4391019988059997,-0.0188302109017968,0.4720198726654053,0.0180770733579993
SNAI2,-0.0772874621115624,0.3229343909025192,0.1892722238507122,-0.3188663122057915,0.4342588543891907,0.1670057963579893,0.404062882065773,0.3153848391771316,0.0793091885745525
UBE2D4,0.5664752519130707,0.2764980113506317,0.3634150493144988,0.570798476934433,0.3387653976678848,0.4657163834571838,0.4795575320720672,0.4806228864192962,0.3570067149400711
TCHP,0.1491215336322784,0.2436079394817352,0.2168145909905433,0.2847508257627487,0.1989965596795082,0.1638165734708309,0.2885319149494171,0.2055261349678039,0.2093415942788124
MOSPD3,0.7416109490394592,0.3477897840738296,0.3666665178537368,0.5040286040306091,0.4077531456947326,0.4514957666397095,0.5950866651535034,0.5955833864212036,0.5340382945537567
SNED1,0.3056615486741066,0.0384752347320318,0.1798732943274081,0.5768709266185761,-0.066504244543612,0.1422507560811936,0.0347095448896288,0.2018651404697448,0.2029181568557396
NEK2,0.003167892023921,0.3712083128094673,0.0269695771485567,-0.3149261280894279,0.2509333151578903,-0.0887305082380771,0.2399906503036618,-0.26974514413625,-0.1439841452986002
LZTFL1,0.4232357048988343,0.2725338232517242,0.2475992280244827,0.4026328718662262,0.2671075183153152,0.2122252604365349,0.1764868438243866,0.2626240938901901,0.2362438362836837
FBXW8,0.2572773820161819,0.3128522050380707,0.3118336749076843,0.4012155199050903,0.375370111465454,0.2287966817617416,0.4916044795513153,0.3655813193321228,0.4194158834218979
LYAR,0.287826762497425,0.3847989630699158,0.2263111144304275,0.3203540161252022,0.393921914100647,0.1702944016456604,0.4535738098621368,0.2279210364818573,0.2603845782205462
SSBP2,0.3358137464523315,0.4004553532600402,0.3713881587982178,0.3478859859704971,0.3071923089027405,0.3719339030981063,0.3817656254768372,0.4082583558559418,0.4741400742530823
TMEM223,0.3502099812030792,0.3305129957199096,0.2977889311313629,0.213819573894143,0.3564115703105927,0.2381218528747558,0.2415110427141189,0.2079237335920333,0.2265664306282996
HOMER2,0.7918298184871674,0.2012739971652627,0.4492747795581818,0.8139202749729156,0.4839018619060516,0.4979185229539871,0.6147439646720886,0.8404354929924012,0.5407563591003417
PRMT3,0.2719863563776016,0.467973473072052,0.325235652923584,0.2262760585546493,0.5127009880542756,0.3443551164865494,0.3721515345573425,0.2351057520508766,0.2060955116618424
TPRN,0.3402344363927841,0.3980219119787216,0.4073983204364776,0.2861384683102369,0.4130083566904068,0.3095547306537628,0.3944183671474456,0.2457613530755042,0.3855791461467743
UBXN11,0.5793373894691467,0.2995534217357635,0.4420730710029602,0.4322551333904266,0.4035185885429382,0.307152459025383,0.4669392448663712,0.4072688060998917,0.4766876637935638
CHEK2,0.2542592576146125,0.5570393109321594,0.353399270772934,-0.0522351894713938,0.4716178810596466,0.2379088252782821,0.4646770572662353,0.1895491249859333,0.3457507263123989
MROH6,0.9218281054496764,0.111359032895416,0.3967643219232559,0.9513286542892456,0.63112424492836,0.5519023889303207,0.6694168412685394,0.5222895921766757,0.6141007864475251
ING1,0.2850855845212936,0.2514690142869949,0.212210613489151,0.2960442331433296,0.04094347698614,0.2243345838785171,0.2529456573724747,0.2342253936082124,0.1974226773530245
RHPN1,0.6787227380275727,0.236083036661148,0.4139915472269058,0.2108008050918579,0.546576247215271,0.396706983372569,0.4595901036262512,0.4086465165019035,0.3989014080911875
CLEC7A,0.1594683560356497,0.2586247116327286,0.3188134223222733,0.4622407409548759,0.2841703222319484,0.3909498271346092,0.2078780192323029,0.1945138405263423,0.037941465973854
PLCB2,-0.0243247506674379,0.0142412286996841,0.1266497080773115,0.1907991602271795,0.0852825942682102,0.2120158231258392,-0.0105486566666513,-0.0824098339676856,0.1026195602770894
ADAMTS4,-0.2750413466244936,0.080897050499916,-0.0903692131489515,-0.5200930517911911,-0.0812239400390535,0.1091830826364457,0.0436724977567792,-0.0116255724057555,-0.2688132472429424
TBXAS1,-0.0926763158012181,-0.1008696939863148,-0.1758467780053615,-0.2412573720514774,-0.2653266650438309,-0.0393974513374269,-0.3498644483089447,-0.3936102858185767,-0.2620967426896095
ZSCAN25,0.5840196323394775,0.3364995300769806,0.3295255357027054,0.5381079137325286,0.3655681246519089,0.344040293097496,0.6076020622253417,0.5786702394485473,0.4830113661289214
CXCL1,0.1762825403735041,-0.0484741857461631,-0.2724554136395454,-0.182595922909677,-0.0560158336069434,-0.1102400237880647,0.0083366006985306,-0.4167042145133018,-0.2917678001150489
RPL39L,0.3842631983757019,0.5800166881084442,0.4650289952754974,-0.0996052826195955,0.6987788105010986,0.4483130842447281,0.667421612739563,0.3893113221228123,0.4169572739675641
EHHADH,0.1973370959889143,0.4027474308013916,0.2816864109039307,0.2561859088391065,0.4336881935596466,0.2215902996063232,0.4611137336492538,0.1816780095547437,0.3688831889629363
FAM118B,0.2876521521806717,0.3287467747926712,0.3275098758935928,0.3499135643243789,0.1781932546198368,0.2399564497172832,0.1251182620227336,0.2493880349397659,0.2232681573927402
NEURL4,0.3115600776672363,0.3422835499048233,0.303789477944374,0.4409907495975494,0.3531146085262298,0.2462462961673736,0.3059336668252944,0.3142956358194351,0.364119508266449
HINFP,0.2809726440906525,0.3307043844461441,0.3742073845863342,0.399380686879158,0.4618111801147461,0.2879504525661469,0.2823474657535553,0.2351039293408393,0.3373621129989623
TMEM5,0.2003453949093818,0.2771060508489609,0.2165706621110439,-0.0979464411828666,0.2842040580511093,0.2230952040851116,0.2111014637351035,0.0989763227198272,0.0322591198049485
VASH1,0.13008340889588,0.0607657208293676,0.2785250577330589,0.4146858042478561,0.1865495609492063,0.2250796373188495,0.2191614910960197,0.2621866855025291,0.2140790878981351
POLR1E,0.2728936593234539,0.3564779555797576,0.2765354025363922,0.3338234210014343,0.3364707779884338,0.1653892567753792,0.3256224709749221,0.2259332832694053,0.3129018157720565
LRIF1,0.4760754919052125,0.1702500793337822,0.1311786011233925,0.5681146830320359,0.2098448804020881,0.204880915209651,0.3332300513982773,0.1169197378493845,0.2088860124349594
NRF1,0.3677969884872437,0.3010745882987976,0.3018455892801285,0.3790978121757507,0.2630139130353927,0.2998423379659652,0.3854236531257629,0.3775257325172424,0.3176127481460571
TMEM175,0.5136950552463532,0.2144185480475426,0.3398732864856719,0.6037893736362457,0.321402787566185,0.3726879531145095,0.3639545822143555,0.4254306101799011,0.4272697144746781
PLSCR4,0.0991309233993524,0.2146405930817127,0.2544609132409096,0.1906426262855529,0.1139115069247782,0.1980164152756333,0.0533129370212554,0.1229698348790407,0.1297347255051136
TNFSF12,0.271875876635313,0.0202055309712886,0.2175597152113914,0.1357475738227367,0.1539423163235187,0.3774169585108757,0.1713263911008834,0.2369463526457547,0.1045069515332579
THSD4,0.4718928492069244,0.1830144384503364,0.3250417447090149,0.8192477691173554,0.3624573440849781,0.2605172495543956,0.4676907753944396,0.5148289829492569,0.3483400604128837
SAPCD2,0.2849222537875175,0.3587664139270782,0.1268936805054545,0.0630962775455555,0.2699071741104126,0.0810415108501911,0.5105686712265014,0.1199248814582824,0.2005990325286984
SAMD4A,0.4884710633754731,0.1785740076005459,0.4191882389783859,0.721297367811203,0.4540131661295891,0.4374344572424888,0.6746809634566308,0.6562150627374649,0.625929428935051
SNIP1,0.4364281713962555,0.3001455104351044,0.3370227551460266,0.488512817621231,0.3292170739173889,0.3104468446969985,0.3552926862239837,0.4052800357341766,0.3875842571258545
SNX7,0.3660170590877533,0.3215377026796341,0.3168256974220276,0.580663458108902,0.4304927092790603,0.4816346526145935,0.3965449619293212,0.3413022261857986,0.243643626794219
RPAP2,0.490576866865158,0.3635078489780425,0.3355698001384735,0.315821298956871,0.4690164268016815,0.3331375950574874,0.4174623274803161,0.3496744626760483,0.3431124109029769
TMEM243,0.643976308107376,0.2827183407545089,0.4158863031864167,0.3858009329251944,0.2388457874953746,0.3621136224269867,0.3348667296767235,0.4208120056986809,0.3617622452974319
IGHMBP2,0.4213892161846161,0.3700731527805329,0.4200744187831879,0.6186874628067017,0.4169148778915404,0.354343374967575,0.4609376609325409,0.499470031261444,0.4617467761039734
BCL2L12,0.4189499467611313,0.3980017864704132,0.3311678367853164,0.043550317119807,0.447056586742401,0.3488875287771225,0.5014810538291931,0.3463010609149933,0.4122954344749451
CEP120,0.0980756319314241,0.1606267112493515,0.2099681651592254,0.2113118174672126,0.1139180530235171,0.1527083924412727,0.0836192127212416,0.1056860586442053,0.1343575112335384
ANKRD9,0.431186341047287,0.207931163907051,0.2687231132388115,0.5434949553012848,0.3402188521623611,0.2368646994233131,0.465687848329544,0.2536061668395996,0.4625590127706528
TNFRSF19,0.0768420904874801,0.261558789908886,0.1413686995673924,0.1168452637642622,-0.2053528512269258,0.248965152464807,-0.1558333137631416,0.2645195286720991,0.0880232781311497
ZNF134,0.2087587263621389,0.1885779425501823,0.2499910312891006,0.485122549533844,0.1600088544189929,0.1951120486855507,0.3255299037694931,0.3734101498126984,0.4175996708869934
ATP2C2,0.2464685904234647,0.1590429753065109,0.2095873275119811,0.3904125916957855,0.0016201215237379,0.1424747687578201,0.0481912005739286,0.2699465769343078,0.2231461129337549
CRYBG3,0.0995396396890282,0.2385863894224167,0.1794382176920771,0.4486818042397499,0.2368025713786482,0.0620196094922721,0.2849070205166936,0.1673447767086327,0.2144541570544242
MYO1G,0.1090271128341555,0.0704837816767394,0.2221543647721409,0.2014394939877092,0.2883341978490352,0.369018637407571,0.0622346248850226,0.0344461388885974,-0.0720897759497165
ITGAE,-0.1522930256277322,0.1170768369501456,0.0282442468404769,-0.2721883462369442,0.0435468695408781,-0.0968824336933903,-0.1173179862648248,-0.3213831317424774,-0.2742027947306633
SERTAD4,0.4569517819210887,0.4285135799646378,0.6058403289318084,0.4885553728044033,0.3588306733965874,0.9467548966407776,0.597402017712593,1.1663584184646607,0.7017174261808395
CRB3,0.403552598208189,0.3375134563446045,0.3303947901725769,0.178913419470191,0.330188382267952,0.4193720208108425,0.2175883848965168,0.3165644784271717,0.3149005168676376
CYP4V2,0.4470483297109604,0.1143462223932147,0.3324512374401092,0.5984903019666672,0.2351907011866569,0.3910849392414093,0.292368271946907,0.3697535198926925,0.3191077849268914
IKZF3,-0.4965631651878356,-0.0674194822832942,-0.1247056959522888,-0.3315732319653034,-0.3188402786850929,-0.3058535856008529,-0.463802626132965,-0.6302886247634888,-0.2221714706905186
ZNF750,0.2356582812406122,0.6338162779808043,0.4868865072727203,0.8040443420410156,0.3149364972114562,0.7448849439620971,0.5720347964763641,1.194735782146454,0.8469027197360992
ASPN,0.0961923225969076,0.1904236391186714,0.2463615304231644,-0.2884287699125707,0.1591848745569586,0.6062375926971436,0.0061728485580533,0.3711098469048738,-0.0675933539867401
PRR15L,0.604453897178173,0.0958669283613562,0.2989026001095771,1.0705730724334717,0.0283249627053737,0.5426409709453583,-0.0622310058772564,0.4529819542169571,0.3088838362693786
